0,000940 
0,004330 
0,011660 
0,015580 
0,014580 
0,018340 
0,027960 
0,037260 
0,040290 
0,035970 
0,055030 
0,048780 
0,042500 
0,047170 
0,055810 
0,049910 
0,052290 
0,055540 
0,057200 
0,063700 
0,070690 
0,083320 
0,106770 
0,097340 
0,090250 
0,082360 
0,090000 
0,094440 
0,094770 
0,105480 
0,106780 
0,110110 
0,105920 
0,116860 
0,125980 
0,117740 
0,121660 
0,123280 
0,133060 
0,125280 
0,157090 
0,136050 
0,141080 
0,152850 
0,170120 
0,147360 
0,175470 
0,161160 
0,187450 
0,159480 
0,179030 
0,180830 
0,186590 
0,188310 
0,190290 
0,179060 
0,199310 
0,182300 
0,200490 
0,190490 
0,200630 
0,195820 
0,220200 
0,199480 
0,235700 
0,203880 
0,228130 
0,229670 
0,221210 
0,221640 
0,233380 
0,226150 
0,245810 
0,240730 
0,262080 
0,301510 
0,264920 
0,255320 
0,257220 
0,276300 
0,257000 
0,276540 
0,260900 
0,285080 
0,286420 
0,302070 
0,304500 
0,302940 
0,300210 
0,317090 
0,287570 
0,323080 
0,327020 
0,322170 
0,319240 
0,329880 
0,315450 
0,358160 
0,342450 
0,334030 
