0,000630 
0,009430 
0,010840 
0,015220 
0,021800 
0,025710 
0,048990 
0,057060 
0,058600 
0,054260 
0,048440 
0,052120 
0,057930 
0,084480 
0,070770 
0,076820 
0,084630 
0,100330 
0,121380 
0,128600 
0,100380 
0,119760 
0,123200 
0,112730 
0,121840 
0,135480 
0,127150 
0,139530 
0,154890 
0,142970 
0,152630 
0,160900 
0,157060 
0,163740 
0,186750 
0,173120 
0,191870 
0,190230 
0,203690 
0,189350 
0,209060 
0,209090 
0,212380 
0,210390 
0,232650 
0,219930 
0,250970 
0,249880 
0,265250 
0,242350 
0,247470 
0,256610 
0,272700 
0,261050 
0,268430 
0,267260 
0,293180 
0,269550 
0,322130 
0,285430 
0,301420 
0,324980 
0,332490 
0,338740 
0,314470 
0,322750 
0,344060 
0,319760 
0,348650 
0,353990 
0,373400 
0,368220 
0,364520 
0,348880 
0,382010 
0,369340 
0,386390 
0,384550 
0,395740 
0,380960 
0,424660 
0,421740 
0,416790 
0,439420 
0,445670 
0,458310 
0,430150 
0,453140 
0,428470 
0,448050 
0,460730 
0,465180 
0,447340 
0,455550 
0,492010 
0,461930 
0,479950 
0,498490 
0,482390 
0,522970 
