0,000770 
0,007490 
0,013740 
0,020340 
0,028910 
0,032930 
0,037790 
0,040680 
0,045380 
0,065770 
0,061900 
0,068750 
0,100260 
0,080820 
0,087540 
0,114800 
0,095580 
0,100430 
0,109800 
0,125580 
0,117990 
0,125430 
0,149580 
0,174370 
0,171490 
0,172750 
0,153860 
0,171350 
0,189290 
0,181410 
0,195500 
0,200550 
0,225550 
0,207790 
0,223390 
0,216290 
0,221920 
0,240310 
0,232670 
0,269860 
0,278990 
0,270620 
0,275490 
0,268140 
0,298540 
0,298610 
0,299680 
0,338590 
0,296890 
0,315270 
0,331510 
0,308110 
0,321370 
0,340810 
0,343360 
0,357670 
0,354700 
0,427810 
0,416660 
0,403850 
0,406770 
0,387250 
0,394700 
0,416940 
0,411750 
0,414120 
0,442210 
0,421610 
0,432980 
0,438100 
0,449660 
0,443090 
0,499180 
0,464990 
0,485110 
0,469330 
0,492190 
0,491580 
0,472370 
0,483100 
0,538470 
0,523780 
0,543480 
0,530170 
0,537690 
0,538480 
0,564100 
0,557730 
0,574010 
0,592780 
0,589380 
0,566180 
0,576060 
0,580090 
0,594340 
0,613340 
0,637500 
0,629970 
0,653280 
0,627350 
