0,000770 
0,005190 
0,015710 
0,021630 
0,026620 
0,024170 
0,024000 
0,045420 
0,037650 
0,033080 
0,039340 
0,048300 
0,052850 
0,058950 
0,055710 
0,054800 
0,058980 
0,061140 
0,068850 
0,076370 
0,088400 
0,081990 
0,085500 
0,114160 
0,092850 
0,096190 
0,102120 
0,101550 
0,108420 
0,111270 
0,118420 
0,114200 
0,130610 
0,134930 
0,138910 
0,137320 
0,148440 
0,136590 
0,149060 
0,160970 
0,150730 
0,168630 
0,153360 
0,158420 
0,182660 
0,195300 
0,178050 
0,197750 
0,187230 
0,191770 
0,180590 
0,204940 
0,196700 
0,210330 
0,203740 
0,228120 
0,221950 
0,230810 
0,208040 
0,247940 
0,237490 
0,233290 
0,245580 
0,253670 
0,260080 
0,248040 
0,236990 
0,260950 
0,292880 
0,262040 
0,251150 
0,299880 
0,273070 
0,270240 
0,275820 
0,299410 
0,308940 
0,294360 
0,297930 
0,327940 
0,307430 
0,324530 
0,305060 
0,315550 
0,322770 
0,330130 
0,317420 
0,367320 
0,336080 
0,339200 
0,347400 
0,340670 
0,355370 
0,369180 
0,359610 
0,361880 
0,369960 
0,371720 
0,375900 
0,390830 
