0,000640 
0,004790 
0,008830 
0,013450 
0,016060 
0,020160 
0,023980 
0,044550 
0,050460 
0,049370 
0,047830 
0,064970 
0,075000 
0,058340 
0,052990 
0,055740 
0,058750 
0,067920 
0,068290 
0,085600 
0,115300 
0,082300 
0,108360 
0,087600 
0,095480 
0,107040 
0,103570 
0,104980 
0,106540 
0,124640 
0,110570 
0,118840 
0,134770 
0,122030 
0,136330 
0,138310 
0,140840 
0,143890 
0,162100 
0,161960 
0,189710 
0,195970 
0,181930 
0,184690 
0,172460 
0,182880 
0,195350 
0,193680 
0,203410 
0,192820 
0,224330 
0,195420 
0,229580 
0,204540 
0,227560 
0,208440 
0,222210 
0,220930 
0,228630 
0,234790 
0,231540 
0,240370 
0,246860 
0,248930 
0,237240 
0,259080 
0,240080 
0,264440 
0,282020 
0,265120 
0,318840 
0,279730 
0,293130 
0,273530 
0,285660 
0,276110 
0,293180 
0,326770 
0,303370 
0,321940 
0,323230 
0,328330 
0,321980 
0,331700 
0,337840 
0,336390 
0,343110 
0,336870 
0,327660 
0,338310 
0,352210 
0,355760 
0,350580 
0,365600 
0,369190 
0,366910 
0,360200 
0,366480 
0,382840 
0,414870 
